APP_name	Res_base	ID	ID_name	size	data	res_filename	color_num	ABMAB2_converted
APP_MSPACE	37926	37930	IMG_ID_MSPACE_APP_STATUS_DEFAULT_ICON	248	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\MSPACE\\DEFAULT_01.9SLICE.PNG	.\mtkapp\MSpace\MSpaceRes\MSpace.res	30	Y
APP_MSPACE	37926	37931	IMG_ID_MSPACE_APP_STATUS_INSTALLED_ICON	680	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\MSPACE\\DONE.PNG	.\mtkapp\MSpace\MSpaceRes\MSpace.res	136	Y
APP_MSPACE	37926	37932	IMG_ID_MSPACE_APP_STATUS_UPDATE_ICON	626	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\MSPACE\\UPDATE.PNG	.\mtkapp\MSpace\MSpaceRes\MSpace.res	127	Y
APP_PROFILES	38127	38128	MAIN_MENU_USER_PROFILES_ICON	2180	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\VUI\\LAUNCHER\\MAINMENU\\ICONS\\PROFILE.PNG	.\mmi\PROFILES\Profiles_Res\Profiles.res	288	Y
APP_PROFILES	38127	38129	IMG_ID_PROF_NO_IMAGE	8	..\\..\\CUSTOMER\\IMAGES\\EMPTYIMAGE.BMP	.\mmi\PROFILES\Profiles_Res\Profiles.res	-1	N
APP_PROFILES	38127	38130	IMG_ID_PROF_ACTIVATED	218	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\UIELEMENT\\CHECKBOX\\CK_V.BMP	.\mmi\PROFILES\Profiles_Res\Profiles.res	18	Y
APP_FILEMANAGER	38358	38359	IMG_ID_FMGR_MAIN_MENUICON	1342	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\VUI\\LAUNCHER\\MAINMENU\\ICONS\\FMGR.PNG	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	286	Y
APP_FILEMANAGER	38358	38360	IMG_ID_FMGR_DRIVE_SPACE_0	1321	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\FILEMANAGER\\FM_LIPNG0.GIF	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	-1	N
APP_FILEMANAGER	38358	38361	IMG_ID_FMGR_DRIVE_SPACE_10	1359	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\FILEMANAGER\\FM_LIPNG10.GIF	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	-1	N
APP_FILEMANAGER	38358	38362	IMG_ID_FMGR_DRIVE_SPACE_20	1239	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\FILEMANAGER\\FM_LIPNG20.GIF	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	-1	N
APP_FILEMANAGER	38358	38363	IMG_ID_FMGR_DRIVE_SPACE_30	1157	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\FILEMANAGER\\FM_LIPNG30.GIF	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	-1	N
APP_FILEMANAGER	38358	38364	IMG_ID_FMGR_DRIVE_SPACE_40	1120	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\FILEMANAGER\\FM_LIPNG40.GIF	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	-1	N
APP_FILEMANAGER	38358	38365	IMG_ID_FMGR_DRIVE_SPACE_50	1032	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\FILEMANAGER\\FM_LIPNG50.GIF	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	-1	N
APP_FILEMANAGER	38358	38366	IMG_ID_FMGR_DRIVE_SPACE_60	1028	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\FILEMANAGER\\FM_LIPNG60.GIF	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	-1	N
APP_FILEMANAGER	38358	38367	IMG_ID_FMGR_DRIVE_SPACE_70	950	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\FILEMANAGER\\FM_LIPNG70.GIF	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	-1	N
APP_FILEMANAGER	38358	38368	IMG_ID_FMGR_DRIVE_SPACE_80	877	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\FILEMANAGER\\FM_LIPNG80.GIF	.\MtkApp\FileMgr\FileMgrRes\000_FileMgr.res	-1	N
